20A54DB0-DB08-4E51-AE49-0222D294D983;HBD01002002FE;HIOSCINA + DIPIRONA X 10 COMP GASTROLINA COMP MICROSULES;22.5000;80.0000;.00;5001;TROQUELADOS 2005;191;MICROSULES ARG.;1;ESTUCHADOS;1;1
E7A66897-A659-4410-A904-02268652EACE;RIF0300KI0H;RIFAMPICINA CAPS 300 MG KILAB ( H-8-480)  VTO 05/2017;2.8000;10000.0000;.00;3;OTROS;641;KILAB;;;1;1
4DEA5EAB-45D2-4A9A-A910-022E2AE659ED;QUETICOMVAH;QUETIAPINA COMP 25 MG VANNIER/PSIC (H-30);1.4000;15000.0000;.00;5004;LISTA HOSPITALARIOS;372;VANNIER;2;HOSPITALARIOS;1;1
763DAFE4-1D44-4290-BA21-0236DC7FF808;55599;BALANZA ELECT. MEDICION GRASA E. HIDR SILFAB BE204;589.6000;2.0000;21.00;5002;ACCESORIOS;8036;SILFAB;4;ACCESORIOS;1;1
F21286DD-4EBF-4707-A349-02377DDBB1E9;81522;E) CATETER INTRAVENOSO 18 G HARSON (E);4.5100;100.0000;21.00;5002;ACCESORIOS;8042;EUROSWISS;4;ACCESORIOS;1;1
161EBB3D-993D-445B-BAD0-023CB6C79B7C;PRO01000004H;PROPINOX COMP 10 MG LAZAR (H-100) USO INSTITUCIONAL VTO 10-2016;.0000;1200.0000;.00;1;MEDICINAL CON RECETA;171;LAZAR;2;HOSPITALARIOS;0;1
F7FAB117-5001-4B18-816A-023DCB5C97D7;AAS500F50002E;LA ROCHE P  AERO X 300 AGUA TERMAL;56.8361;.0000;.00;3;OTROS;391;LA ROCHE-POSAY;;;1;1
6F2B1BC8-C899-4A49-BE76-024A027D0819;CPX20000006H;CIPROFLOXACINA SACHET 200 MG NORGREEN  (H-1-50) ;9.5000;15000.0000;.00;5003;SOLUCIONES PARENTERALES;577;NORGREEN (DADO ;3;SOLUCIONES PARENTERALES;1;1
B7B6BD59-CA6C-4A99-A846-0268DFDBE355;PSRL050A3002E;SERTRALINA 100 MG X 30 COMP / PSIC ROSPAW;154.3925;40.0000;.00;5001;TROQUELADOS 2005;721;ROSPAW;1;ESTUCHADOS;1;1
D33453E0-759D-4965-B310-026AEEC98548;3822012;OFF AEROSOL X 165 CC- NARANJA;54.9290;1200.0000;21.00;5002;ACCESORIOS;8010;HOME 2000;4;ACCESORIOS;1;1
5BD44E76-4EE3-4ABD-BB46-0276EDC0B6DE;DCD11605012E;DICLOFENAC DIET X 50 GR GEL DICLOGESIC TRB;36.3460;100.0000;.00;5001;TROQUELADOS 2005;293;TRB-PHARMA;1;ESTUCHADOS;1;1
EBA31C94-19A8-49E0-AB17-027F4E1987A6;CAT00001002E;CARAMELOS ANTIB. X 9 EN BLISTER BUCOANGIN LIMON;29.0000;6500.0000;.00;5001;TROQUELADOS 2005;491;OFAR;1;ESTUCHADOS;1;1
BB647C42-386A-46B4-865D-0289E140803A;8011;ASEPXIA MAQ. EN POLVO NATURAL 10 G  (B) GENOMMA;92.5390;60.0000;21.00;5002;ACCESORIOS;50023;GENOMMA;4;ACCESORIOS;1;1
24985716-2942-41F5-9D55-028C088F01E4;LTD05005010E;TOBRAMICINA + LOTEPREDNOL X 5 ML GTS TOBRABIOTIC SOFT DENVER VTO 5/16;65.6280;.0000;.00;3;OTROS;367;DENVER FARMA;;;1;1
68844077-3AB6-46C4-A343-02988B8BDDA1;1982012;ALICATE GUSANO EN BLISTER TRIM;187.7700;6.0000;21.00;5002;ACCESORIOS;1592;DISTTRIBUID.R3;4;ACCESORIOS;1;1
EE83771A-1E0D-4C1B-B821-02A2FB9B06A3;RETAIL;RETAIL;.0000;.0000;.00;3;OTROS;0;SIN ASIGNAR;;;1;1
1000ABC9-F305-4269-BF54-02B68B3525FC;CPFGNA7001E;CASPOFUNGINA ACET 70 MG POLVO LIOF CANCIDAS MSD - TRAZ;8177.0336;.0000;.00;3;OTROS;913;MSD ARGENTINA S;;;1;1
7B3A60E1-D002-4A7A-8D67-02C50812A053;PLRZ025KLN02H;LORAZEPAM COMP 2.5 MG KLONAL/PSIC (H-15-1020);.3300;.0000;.00;5004;LISTA HOSPITALARIOS;83;KLONAL;2;HOSPITALARIOS;1;1
55E20E54-FC7F-4B73-9E7F-02C70B6959C1;ERITRO2548E;ERITROMICINA SOL. DERMICA X 50 ML ERISOL MEDISOL ;58.4600;.0000;.00;2;ESTUCHADOS;770;MEDISOL;1;ESTUCHADOS;0;1
936CEF43-DF1D-4314-8D81-02CC58BF9FB7;DSTCTO2400002E;PARAC + FENILE X 50 SOBRES TE DESCONG. LIMON MIEL  GRIPABEN SAVANT;246.2800;10.0000;.00;5001;TROQUELADOS 2005;739;SAVANT;1;ESTUCHADOS;1;1
078FC12E-5718-4D1A-B57C-02E56F36905E;30042015;CATETER INTRAV. POLYON NRO 24;5.0270;100.0000;21.00;5002;ACCESORIOS;8069;MARTORANI;4;ACCESORIOS;1;1
BE8406F2-F38E-4DB8-89EC-02EDAA35CC46;121212;ESPECULO VAGINAL ESTERIL ROSCA MEDIANO MEDISUL;6.2900;;21.00;5002;ACCESORIOS;1540;PROPATO HNOS.;4;ACCESORIOS;1;1
D11FE25D-C08C-4F97-8C1B-02F252783F3F;99587;CICATRICURE CR. CONT. OJOS X 8.5 CC ( B ) GENOMMA;104.6610;48.0000;21.00;5002;ACCESORIOS;50023;GENOMMA;4;ACCESORIOS;1;1
A1665ED1-0092-4E03-9888-02FCFF69E263;500060;SACALECHE CON MAMADERA ATUCHA;76.4320;36.0000;21.00;5002;ACCESORIOS;1511;ATUCHA;4;ACCESORIOS;1;1
B18CEF9B-0735-4273-87C5-030F0C700E0C;100171;ALCANFOR DEER TBS.CJ./12BLISTERS X 4 TBS 5GR C/U;203.0940;36.0000;21.00;5002;ACCESORIOS;1506;SEISEME;4;ACCESORIOS;1;1
5AE068A0-C04E-4C3A-B634-030F72F042DD;LDC2CEAP003H;HIDROCORTISONA F/A 100 MG KLONAL (H-1-25) A3;25.0000;20000.0000;.00;1;MEDICINAL CON RECETA;83;KLONAL;2;HOSPITALARIOS;0;1
B58BC186-EA77-4F9B-AAEA-03223BBCA9DD;3736352;PRESERVATIVO PRIME TEXTURADO X 6 UN.;40.2000;180.0000;21.00;5002;ACCESORIOS;8005;BUHL;4;ACCESORIOS;1;1
CDA5D9C6-BE31-4E42-88F8-033BBD2D6D9E;ESPESTEBL300H;NUTRICION ESPESANTE BLUE LATA X 300 GR NUTENTAR;137.5800;.0000;21.00;4600;NUTRICIONES;878;NUTENTAR;6;NUTRICIONES;0;1
3C2905A1-51F3-4F67-AEC7-0342EEA6B7C5;90689;PRESERVATIVOS PRIME X 12 ESPERMICIDA ( B );78.1600;80.0000;21.00;5002;ACCESORIOS;8005;BUHL;4;ACCESORIOS;1;1
D6C5F1A3-FA2E-450C-887F-0344EAF29D62;ECL00103012E;ROCURONIO BROMURO 50 MG / 5 ML F/A ROCURONIO FADA VTO 12-2018;66.0000;500.0000;.00;1;MEDICINAL CON RECETA;113;FADA PHARMA;2;HOSPITALARIOS;0;1
1EA876E2-2A57-4C4E-9E8C-035A411CA387;HPRNA500X5H;HEPARINA SODICA F/A 5000 UI X 5 ML DUNCAN (H-1-50);57.0000;3000.0000;.00;1;MEDICINAL CON RECETA;99;DUNCAN;2;HOSPITALARIOS;0;1
8EBD5C1B-1D84-4A26-8560-03617B33418A;10052015;PANTY TERAPEUTICA - VENOMED - XXL -;154.3400;.0000;21.00;5002;ACCESORIOS;0;SIN ASIGNAR;4;ACCESORIOS;1;1
56D1C818-6606-4966-9E6E-0364DBB57EBA;PPRZ00003002E;PROMETAZINA 25 MG X 30 COMP CEVALLOS / PSIC VTO 02/2015;18.0531;.0000;.00;3;OTROS;560;CEVALLOS;;;1;1
5A6B8D46-FC06-4323-93D1-03693D5BA540;PRO010S1001H;PROPINOXATO 10 MG X 1 ML AMP SERTAL ROEMMERS;1.9530;.0000;.00;3;OTROS;251;ROEMMERS;;;1;1
58A299B4-80F3-49EC-9AE8-037D9C72EBA4;348891;CALZA TERMICA LARGA DE HOMBRE-NEGRA-TALLE-XL-B.CARE;336.8500;.0000;21.00;5002;ACCESORIOS;8040;NEOTEKSA;4;ACCESORIOS;1;1
157A2C9C-EE64-48BD-AC53-037F9FF7D961;ETNR652000A0E;ESTRADIOL + NORETISTERONA IM AMP MESIGYNA BAYER T/A CON O/C;52.4243;;.00;2;ESTUCHADOS;28;BAYER;1;ESTUCHADOS;0;0
E61E4CFC-C800-4ACB-97D8-037FA3F5EAF0;IBU600B2002E;IBUPROFENO 600 MG X 20 COMP IBUTENK BIOTENK;20.9200;200.0000;.00;5001;TROQUELADOS 2005;358;BIOTENK;1;ESTUCHADOS;1;1
093DC8CB-EC7D-4D1F-BC54-0388122C8A13;CARBB234H;CARBAMAZEPINA COMP 200 MG KLONAL (H-10-1000)  VTO 10/17;.4000;;.00;5004;LISTA HOSPITALARIOS;83;KLONAL;2;HOSPITALARIOS;1;1
6A08AA9B-BB7E-483B-B291-038974CD62EF;ISOX2MLNG00H;ISOXSUPRINA AMP 10 MG NORGREEN  VTO 12/2017 (H-1-100);6.0000;15000.0000;.00;1;MEDICINAL CON RECETA;577;NORGREEN (DADO ;2;HOSPITALARIOS;0;1
9ED4B41D-8D6F-4F3F-9B17-038C37912ED9;70102014;ALICATE U•A MANO NIQUELADA TRIM EN BLISTER;134.6200;6.0000;21.00;5002;ACCESORIOS;1592;DISTTRIBUID.R3;4;ACCESORIOS;1;1
92AA5501-A002-4AEC-A98A-03927C57D15C;CFX001R0802E;IOPAMIDOL 300 X 100 ML F/A IOPAMIRON GOBBI;394.8000;50.0000;.00;5011;MEDIOS DE CONTRASTE;136;GOBBI;;;1;1
7DACE7F5-A66E-424A-8E97-0392D5EFBAB2;200120;NEBULIZADOR A PISTON SMARTNEB 3003 SAN UP - L/V;658.4000;180.0000;21.00;5002;ACCESORIOS;8047;SAN UP;4;ACCESORIOS;1;1
A5C58578-2BE8-459F-A87A-03950AAA3B89;FLZ01000004H;HIDROCORTISONA F/A 100 MG FADA (H-1-100);32.0000;100.0000;.00;1;MEDICINAL CON RECETA;113;FADA PHARMA;2;HOSPITALARIOS;0;1
